filename,patch_no,inval_pixels,fraction_invalid
MOD021KM.A2001196.0315.061.2017174184322.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2001196.0320.061.2017174184709.hdf,64,2,2.0324583600093494e-05
MOD021KM.A2001196.0340.061.2017174184259.hdf,29,1,1.0162291800046747e-05
MOD021KM.A2001196.0430.061.2017174184323.hdf,0,12,0.00012194750160056096
MOD021KM.A2001196.0440.061.2017174184853.hdf,75,6,6.097375080028048e-05
MOD021KM.A2001196.0445.061.2017174185033.hdf,29,5,5.0811459000233734e-05
MOD021KM.A2001196.0450.061.2017174184328.hdf,16,128,0.0013007733504059836
MOD021KM.A2001196.0455.061.2017174184529.hdf,16,59,0.000599575216202758
MOD021KM.A2001196.0500.061.2017174184535.hdf,38,2,2.0324583600093494e-05
MOD021KM.A2001196.0620.061.2017174190613.hdf,51,2,2.0324583600093494e-05
MOD021KM.A2001196.0625.061.2017174190302.hdf,83,3,3.048687540014024e-05
MOD021KM.A2001196.0805.061.2017174184329.hdf,2,1,1.0162291800046747e-05
MOD021KM.A2001196.0810.061.2017174190307.hdf,4,2,2.0324583600093494e-05
MOD021KM.A2001196.0815.061.2017174190355.hdf,15,15,0.0001524343770007012
MOD021KM.A2001196.0820.061.2017174190342.hdf,31,9,9.146062620042072e-05
MOD021KM.A2001196.0825.061.2017174184453.hdf,40,1,1.0162291800046747e-05
MOD021KM.A2001196.0955.061.2017174184434.hdf,17,3,3.048687540014024e-05
MOD021KM.A2001196.1000.061.2017174184436.hdf,16,1,1.0162291800046747e-05
MOD021KM.A2001196.1120.061.2017174184909.hdf,10,80,0.0008129833440037398
MOD021KM.A2001196.1125.061.2017174184535.hdf,0,60,0.0006097375080028048
MOD021KM.A2001196.1320.061.2017174184545.hdf,33,2,2.0324583600093494e-05
MOD021KM.A2001196.1430.061.2017174184600.hdf,35,100,0.0010162291800046746
MOD021KM.A2001196.1455.061.2017174184608.hdf,110,1,1.0162291800046747e-05
MOD021KM.A2001196.1600.061.2017174185015.hdf,0,19,0.0001930835442008882
MOD021KM.A2001196.1605.061.2017174184756.hdf,0,2,2.0324583600093494e-05
MOD021KM.A2001196.1615.061.2017174184944.hdf,53,1,1.0162291800046747e-05
MOD021KM.A2001196.1620.061.2017174184915.hdf,65,60,0.0006097375080028048
MOD021KM.A2001196.1625.061.2017174184720.hdf,0,52,0.0005284391736024308
MOD021KM.A2001196.1630.061.2017174184654.hdf,0,52,0.0005284391736024308
MOD021KM.A2001196.1740.061.2017174184741.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2001196.1755.061.2017174185109.hdf,7,1,1.0162291800046747e-05
MOD021KM.A2001196.1800.061.2017174184747.hdf,91,2,2.0324583600093494e-05
MOD021KM.A2001196.1805.061.2017174184920.hdf,1,8,8.129833440037398e-05
MOD021KM.A2001196.1815.061.2017174184825.hdf,53,120,0.0012194750160056096
MOD021KM.A2001196.1820.061.2017174185044.hdf,0,20,0.00020324583600093494
MOD021KM.A2001196.1825.061.2017174184916.hdf,0,60,0.0006097375080028048
MOD021KM.A2001196.1930.061.2017174185153.hdf,86,1,1.0162291800046747e-05
MOD021KM.A2001196.1935.061.2017174185207.hdf,71,1,1.0162291800046747e-05
MOD021KM.A2001196.1945.061.2017174184907.hdf,100,32,0.0003251933376014959
MOD021KM.A2001196.1950.061.2017174184906.hdf,0,80,0.0008129833440037398
MOD021KM.A2001196.1955.061.2017174184844.hdf,0,40,0.0004064916720018699
MOD021KM.A2001196.2000.061.2017174184947.hdf,0,20,0.00020324583600093494
MOD021KM.A2001196.2125.061.2017174190927.hdf,24,4,4.064916720018699e-05
MOD021KM.A2001196.2300.061.2017174185514.hdf,93,4,4.064916720018699e-05
MOD021KM.A2001196.2305.061.2017174185446.hdf,95,12,0.00012194750160056096
MOD021KM.A2001196.2310.061.2017174185147.hdf,0,40,0.0004064916720018699
MOD021KM.A2001226.0010.061.2017177142626.hdf,99,1,1.0162291800046747e-05
MOD021KM.A2001226.0020.061.2017177142513.hdf,21,3,3.048687540014024e-05
MOD021KM.A2001226.0025.061.2017177143010.hdf,2,2,2.0324583600093494e-05
MOD021KM.A2001226.0150.061.2017177141454.hdf,60,164,0.0016666158552076664
MOD021KM.A2001226.0155.061.2017177141539.hdf,60,20,0.00020324583600093494
MOD021KM.A2001226.0200.061.2017177141652.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2001226.0315.061.2017177141723.hdf,43,3,3.048687540014024e-05
MOD021KM.A2001226.0330.061.2017177141410.hdf,6,1225,0.012448807455057264
MOD021KM.A2001226.0335.061.2017177141632.hdf,18,3,3.048687540014024e-05
MOD021KM.A2001226.0445.061.2017177142122.hdf,0,80,0.0008129833440037398
MOD021KM.A2001226.0450.061.2017177142023.hdf,0,20,0.00020324583600093494
MOD021KM.A2001226.0500.061.2017177141439.hdf,76,29,0.00029470646220135563
MOD021KM.A2001226.0510.061.2017177141806.hdf,16,1,1.0162291800046747e-05
MOD021KM.A2001226.0630.061.2017177141535.hdf,76,3,3.048687540014024e-05
MOD021KM.A2001226.0635.061.2017177141630.hdf,23,1,1.0162291800046747e-05
MOD021KM.A2001226.0645.061.2017177141438.hdf,9,2,2.0324583600093494e-05
MOD021KM.A2001226.0810.061.2017177141530.hdf,37,1,1.0162291800046747e-05
MOD021KM.A2001226.0815.061.2017177141623.hdf,69,2,2.0324583600093494e-05
MOD021KM.A2001226.0820.061.2017177141657.hdf,3,5,5.0811459000233734e-05
MOD021KM.A2001226.0825.061.2017177141817.hdf,20,6,6.097375080028048e-05
MOD021KM.A2001226.0830.061.2017177141606.hdf,25,1,1.0162291800046747e-05
MOD021KM.A2001226.0835.061.2017177141530.hdf,0,60,0.0006097375080028048
MOD021KM.A2001226.0840.061.2017177142036.hdf,44,40,0.0004064916720018699
MOD021KM.A2001226.0955.061.2017177141743.hdf,81,41,0.0004166539638019166
MOD021KM.A2001226.1000.061.2017177141614.hdf,0,20,0.00020324583600093494
MOD021KM.A2001226.1005.061.2017177141454.hdf,0,26,0.0002642195868012154
MOD021KM.A2001226.1010.061.2017177141739.hdf,0,40,0.0004064916720018699
MOD021KM.A2001226.1135.061.2017177141634.hdf,16,3,3.048687540014024e-05
MOD021KM.A2001226.1140.061.2017177141729.hdf,5,3,3.048687540014024e-05
MOD021KM.A2001226.1145.061.2017177142308.hdf,0,20,0.00020324583600093494
MOD021KM.A2001226.1330.061.2017177142312.hdf,23,1,1.0162291800046747e-05
MOD021KM.A2001226.1335.061.2017177142006.hdf,8,3,3.048687540014024e-05
MOD021KM.A2001226.1505.061.2017177142436.hdf,9,2,2.0324583600093494e-05
MOD021KM.A2001226.1510.061.2017177142708.hdf,16,2,2.0324583600093494e-05
MOD021KM.A2001226.1515.061.2017177142604.hdf,33,1,1.0162291800046747e-05
MOD021KM.A2001226.1620.061.2017177142117.hdf,73,20,0.00020324583600093494
MOD021KM.A2001226.1640.061.2017177142450.hdf,35,1,1.0162291800046747e-05
MOD021KM.A2001226.1815.061.2017177142317.hdf,21,1,1.0162291800046747e-05
MOD021KM.A2001226.1940.061.2017177142504.hdf,43,12,0.00012194750160056096
MOD021KM.A2001226.1945.061.2017177142516.hdf,0,60,0.0006097375080028048
MOD021KM.A2001226.1950.061.2017177142116.hdf,87,1,1.0162291800046747e-05
MOD021KM.A2001226.2125.061.2017177142148.hdf,102,60,0.0006097375080028048
MOD021KM.A2001226.2130.061.2017177142215.hdf,0,80,0.0008129833440037398
MOD021KM.A2001226.2300.061.2017177142507.hdf,99,7680,0.07804640102435902
MOD021KM.A2001226.2315.061.2017177142516.hdf,40,60,0.0006097375080028048
MOD021KM.A2001290.0015.061.2017177150838.hdf,76,48,0.00048779000640224385
MOD021KM.A2001290.0020.061.2017177151242.hdf,3,1,1.0162291800046747e-05
MOD021KM.A2001290.0140.061.2017177151126.hdf,49,2,2.0324583600093494e-05
MOD021KM.A2001290.0145.061.2017177151243.hdf,60,120,0.0012194750160056096
MOD021KM.A2001290.0150.061.2017177151041.hdf,0,20,0.00020324583600093494
MOD021KM.A2001290.0155.061.2017177151037.hdf,3,926,0.009410282206843288
MOD021KM.A2001290.0325.061.2017177150901.hdf,75,1,1.0162291800046747e-05
MOD021KM.A2001290.0330.061.2017177151527.hdf,139,24,0.00024389500320112193
MOD021KM.A2001290.0335.061.2017177151640.hdf,16,449,0.00456286901822099
MOD021KM.A2001290.0655.061.2017177151056.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2001290.0710.061.2017177151628.hdf,74,40,0.0004064916720018699
MOD021KM.A2001290.0825.061.2017177151446.hdf,5,1,1.0162291800046747e-05
MOD021KM.A2001290.0830.061.2017177151714.hdf,9,26,0.0002642195868012154
MOD021KM.A2001290.0835.061.2017177151602.hdf,5,1,1.0162291800046747e-05
MOD021KM.A2001290.0955.061.2017177151502.hdf,69,70,0.0007113604260032722
MOD021KM.A2001290.1000.061.2017177151802.hdf,0,80,0.0008129833440037398
MOD021KM.A2001290.1005.061.2017177151752.hdf,0,80,0.0008129833440037398
MOD021KM.A2001290.1130.061.2017177151542.hdf,33,1,1.0162291800046747e-05
MOD021KM.A2001290.1325.061.2017177151953.hdf,63,2,2.0324583600093494e-05
MOD021KM.A2001290.1500.061.2017177151620.hdf,71,128,0.0013007733504059836
MOD021KM.A2001290.1505.061.2017177151628.hdf,0,120,0.0012194750160056096
MOD021KM.A2001290.1510.061.2017177151738.hdf,9,5,5.0811459000233734e-05
MOD021KM.A2001290.1620.061.2017177151742.hdf,52,6,6.097375080028048e-05
MOD021KM.A2001290.1810.061.2017177151437.hdf,6,1,1.0162291800046747e-05
MOD021KM.A2001290.1940.061.2017177151614.hdf,0,40,0.0004064916720018699
MOD021KM.A2001290.1945.061.2017177151125.hdf,35,2,2.0324583600093494e-05
MOD021KM.A2001290.2000.061.2017177151647.hdf,29,1,1.0162291800046747e-05
MOD021KM.A2001290.2005.061.2017177151720.hdf,12,1,1.0162291800046747e-05
MOD021KM.A2001290.2120.061.2017177152203.hdf,0,60,0.0006097375080028048
MOD021KM.A2001290.2320.061.2017177152255.hdf,42,988,0.010040344298446186
MOD021KM.A2001290.2325.061.2017177151738.hdf,97,40,0.0004064916720018699
MOD021KM.A2002135.0005.061.2017181144838.hdf,6,1,1.0162291800046747e-05
MOD021KM.A2002135.0010.061.2017181144634.hdf,13,2,2.0324583600093494e-05
MOD021KM.A2002135.0120.061.2017181144503.hdf,120,3,3.048687540014024e-05
MOD021KM.A2002135.0130.061.2017181144504.hdf,56,28,0.0002845441704013089
MOD021KM.A2002135.0145.061.2017181144441.hdf,9,4,4.064916720018699e-05
MOD021KM.A2002135.0300.061.2017181035616.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2002135.0310.061.2017181144554.hdf,32,134,0.001361747101206264
MOD021KM.A2002135.0440.061.2017181144510.hdf,30,2,2.0324583600093494e-05
MOD021KM.A2002135.0445.061.2017181144539.hdf,38,63,0.000640224383402945
MOD021KM.A2002135.0450.061.2017181144427.hdf,5,765,0.0077741532270357615
MOD021KM.A2002135.0455.061.2017181144417.hdf,47,1,1.0162291800046747e-05
MOD021KM.A2002135.0615.061.2017181144843.hdf,92,1,1.0162291800046747e-05
MOD021KM.A2002135.0620.061.2017181144835.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2002135.0635.061.2017181144722.hdf,52,2,2.0324583600093494e-05
MOD021KM.A2002135.0755.061.2017181144505.hdf,107,1,1.0162291800046747e-05
MOD021KM.A2002135.0810.061.2017181144723.hdf,2,2,2.0324583600093494e-05
MOD021KM.A2002135.0815.061.2017181144704.hdf,0,60,0.0006097375080028048
MOD021KM.A2002135.0820.061.2017181144435.hdf,0,80,0.0008129833440037398
MOD021KM.A2002135.0830.061.2017181144805.hdf,68,5,5.0811459000233734e-05
MOD021KM.A2002135.0935.061.2017181144921.hdf,24,1,1.0162291800046747e-05
MOD021KM.A2002135.0950.061.2017181144945.hdf,28,2,2.0324583600093494e-05
MOD021KM.A2002135.0955.061.2017181144917.hdf,0,40,0.0004064916720018699
MOD021KM.A2002135.1000.061.2017181144908.hdf,0,40,0.0004064916720018699
MOD021KM.A2002135.1110.061.2017181145059.hdf,104,1,1.0162291800046747e-05
MOD021KM.A2002135.1120.061.2017181144917.hdf,76,1,1.0162291800046747e-05
MOD021KM.A2002135.1125.061.2017181144837.hdf,5,66,0.0006707112588030852
MOD021KM.A2002135.1130.061.2017181144927.hdf,0,92,0.0009349308456043007
MOD021KM.A2002135.1135.061.2017181144611.hdf,0,40,0.0004064916720018699
MOD021KM.A2002135.1440.061.2017181144713.hdf,22,60,0.0006097375080028048
MOD021KM.A2002135.1445.061.2017181145147.hdf,51,1,1.0162291800046747e-05
MOD021KM.A2002135.1450.061.2017181145027.hdf,85,2,2.0324583600093494e-05
MOD021KM.A2002135.1455.061.2017181145029.hdf,10,20,0.00020324583600093494
MOD021KM.A2002135.1620.061.2017181144820.hdf,0,2,2.0324583600093494e-05
MOD021KM.A2002135.1625.061.2017181145040.hdf,2,4,4.064916720018699e-05
MOD021KM.A2002135.1635.061.2017181144836.hdf,36,1,1.0162291800046747e-05
MOD021KM.A2002135.1750.061.2017181145002.hdf,106,1,1.0162291800046747e-05
MOD021KM.A2002135.1755.061.2017181145014.hdf,29,3,3.048687540014024e-05
MOD021KM.A2002135.1800.061.2017181145005.hdf,3,2,2.0324583600093494e-05
MOD021KM.A2002135.1805.061.2017181145123.hdf,19,20,0.00020324583600093494
MOD021KM.A2002135.1930.061.2017181144842.hdf,84,24,0.00024389500320112193
MOD021KM.A2002135.1955.061.2017181144841.hdf,70,100,0.0010162291800046746
MOD021KM.A2002135.2000.061.2017181145259.hdf,0,80,0.0008129833440037398
MOD021KM.A2002135.2115.061.2017181144949.hdf,118,31,0.0003150310458014491
MOD021KM.A2002135.2130.061.2017181145011.hdf,9,1,1.0162291800046747e-05
MOD021KM.A2002135.2245.061.2017181145122.hdf,77,12,0.00012194750160056096
MOD021KM.A2002135.2250.061.2017181144919.hdf,0,60,0.0006097375080028048
MOD021KM.A2002135.2310.061.2017181145153.hdf,2,1,1.0162291800046747e-05
MOD021KM.A2002149.0005.061.2017181155120.hdf,4,212,0.0021544058616099105
MOD021KM.A2002149.0010.061.2017181155237.hdf,19,1,1.0162291800046747e-05
MOD021KM.A2002149.0020.061.2017181155018.hdf,11,1,1.0162291800046747e-05
MOD021KM.A2002149.0025.061.2017181155314.hdf,137,5,5.0811459000233734e-05
MOD021KM.A2002149.0130.061.2017181155259.hdf,87,2,2.0324583600093494e-05
MOD021KM.A2002149.0140.061.2017181155337.hdf,67,64,0.0006503866752029918
MOD021KM.A2002149.0310.061.2017181155314.hdf,44,9,9.146062620042072e-05
MOD021KM.A2002149.0320.061.2017181155144.hdf,72,2,2.0324583600093494e-05
MOD021KM.A2002149.0325.061.2017181155151.hdf,3,806,0.008190807190837677
MOD021KM.A2002149.0435.061.2017181155333.hdf,34,20,0.00020324583600093494
MOD021KM.A2002149.0450.061.2017181155305.hdf,78,1,1.0162291800046747e-05
MOD021KM.A2002149.0455.061.2017181155144.hdf,18,164,0.0016666158552076664
MOD021KM.A2002149.0500.061.2017181155358.hdf,34,10,0.00010162291800046747
MOD021KM.A2002149.0525.061.2017181155355.hdf,20,6,6.097375080028048e-05
MOD021KM.A2002149.0630.061.2017181155111.hdf,6,2,2.0324583600093494e-05
MOD021KM.A2002149.0640.061.2017181155315.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2002149.0810.061.2017181155220.hdf,73,2,2.0324583600093494e-05
MOD021KM.A2002149.0820.061.2017181155352.hdf,1,875,0.008892005325040904
MOD021KM.A2002149.0825.061.2017181155316.hdf,0,120,0.0012194750160056096
MOD021KM.A2002149.0830.061.2017181155237.hdf,0,120,0.0012194750160056096
MOD021KM.A2002149.0835.061.2017181155422.hdf,70,15360,0.15609280204871803
MOD021KM.A2002149.0955.061.2017181155526.hdf,1,1,1.0162291800046747e-05
MOD021KM.A2002149.1000.061.2017181155611.hdf,0,15,0.0001524343770007012
MOD021KM.A2002149.1020.061.2017181155400.hdf,90,1,1.0162291800046747e-05
MOD021KM.A2002149.1140.061.2017181155458.hdf,0,100,0.0010162291800046746
MOD021KM.A2002149.1145.061.2017181155517.hdf,0,20,0.00020324583600093494
MOD021KM.A2002149.1150.061.2017181155501.hdf,0,40,0.0004064916720018699
MOD021KM.A2002149.1315.061.2017181155625.hdf,25,39,0.0003963293802018231
MOD021KM.A2002149.1325.061.2017181155508.hdf,12,1,1.0162291800046747e-05
MOD021KM.A2002149.1330.061.2017181155547.hdf,0,100,0.0010162291800046746
MOD021KM.A2002149.1335.061.2017181155520.hdf,0,60,0.0006097375080028048
MOD021KM.A2002149.1445.061.2017181155730.hdf,77,20,0.00020324583600093494
MOD021KM.A2002149.1450.061.2017181155533.hdf,80,8,8.129833440037398e-05
MOD021KM.A2002149.1455.061.2017181155534.hdf,123,1,1.0162291800046747e-05
MOD021KM.A2002149.1505.061.2017181155603.hdf,15,1,1.0162291800046747e-05
MOD021KM.A2002149.1510.061.2017181155655.hdf,27,3,3.048687540014024e-05
MOD021KM.A2002149.1515.061.2017181155532.hdf,128,1240,0.012601241832057965
MOD021KM.A2002149.1630.061.2017181155533.hdf,17,2,2.0324583600093494e-05
MOD021KM.A2002149.1635.061.2017181155626.hdf,0,140,0.0014227208520065445
MOD021KM.A2002149.1640.061.2017181155636.hdf,0,20,0.00020324583600093494
MOD021KM.A2002149.1645.061.2017181155600.hdf,75,2,2.0324583600093494e-05
MOD021KM.A2002149.1805.061.2017181155524.hdf,1,6,6.097375080028048e-05
MOD021KM.A2002149.1810.061.2017181155518.hdf,2,489,0.004969360690222859
MOD021KM.A2002149.1815.061.2017181155721.hdf,24,76,0.0007723341768035528
MOD021KM.A2002149.1940.061.2017181155735.hdf,104,2,2.0324583600093494e-05
MOD021KM.A2002149.1945.061.2017181155658.hdf,0,40,0.0004064916720018699
MOD021KM.A2002149.1950.061.2017181155614.hdf,34,5,5.0811459000233734e-05
MOD021KM.A2002149.1955.061.2017181155645.hdf,60,4,4.064916720018699e-05
MOD021KM.A2002149.2000.061.2017181155649.hdf,20,20,0.00020324583600093494
MOD021KM.A2002149.2005.061.2017181155624.hdf,2,2,2.0324583600093494e-05
MOD021KM.A2002149.2015.061.2017181155723.hdf,41,3,3.048687540014024e-05
MOD021KM.A2002149.2115.061.2017181162218.hdf,76,8,8.129833440037398e-05
MOD021KM.A2002149.2120.061.2017181155741.hdf,0,92,0.0009349308456043007
MOD021KM.A2002149.2130.061.2017181155719.hdf,39,28,0.0002845441704013089
MOD021KM.A2002149.2135.061.2017181155616.hdf,41,4,4.064916720018699e-05
MOD021KM.A2002149.2140.061.2017181155715.hdf,55,2,2.0324583600093494e-05
MOD021KM.A2002149.2245.061.2017181162416.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2002149.2255.061.2017181162416.hdf,102,8,8.129833440037398e-05
MOD021KM.A2002149.2325.061.2017181162401.hdf,17,2,2.0324583600093494e-05
MOD021KM.A2002225.0015.061.2017181225407.hdf,96,1,1.0162291800046747e-05
MOD021KM.A2002225.0030.061.2017181225424.hdf,49,10,0.00010162291800046747
MOD021KM.A2002225.0035.061.2017181231356.hdf,92,1,1.0162291800046747e-05
MOD021KM.A2002225.0155.061.2017181230637.hdf,26,2,2.0324583600093494e-05
MOD021KM.A2002225.0205.061.2017181231918.hdf,19,16,0.00016259666880074795
MOD021KM.A2002225.0210.061.2017181231310.hdf,10,13,0.0001321097934006077
MOD021KM.A2002225.0215.061.2017181231023.hdf,27,1,1.0162291800046747e-05
MOD021KM.A2002225.0325.061.2017181230329.hdf,0,8,8.129833440037398e-05
MOD021KM.A2002225.0345.061.2017181230221.hdf,114,2,2.0324583600093494e-05
MOD021KM.A2002225.0515.061.2017181231842.hdf,64,5,5.0811459000233734e-05
MOD021KM.A2002225.0520.061.2017181233258.hdf,29,4,4.064916720018699e-05
MOD021KM.A2002225.0525.061.2017181233610.hdf,116,1,1.0162291800046747e-05
MOD021KM.A2002225.0655.061.2017181232824.hdf,74,17,0.0001727589606007947
MOD021KM.A2002225.0700.061.2017181233831.hdf,9,1,1.0162291800046747e-05
MOD021KM.A2002225.0715.061.2017181233554.hdf,27,1,1.0162291800046747e-05
MOD021KM.A2002225.0835.061.2017181233742.hdf,5,3,3.048687540014024e-05
MOD021KM.A2002225.0845.061.2017181232156.hdf,0,52,0.0005284391736024308
MOD021KM.A2002225.0850.061.2017181233032.hdf,0,20,0.00020324583600093494
MOD021KM.A2002225.1010.061.2017181232104.hdf,87,1,1.0162291800046747e-05
MOD021KM.A2002225.1015.061.2017181232136.hdf,0,80,0.0008129833440037398
MOD021KM.A2002225.1020.061.2017181232643.hdf,0,40,0.0004064916720018699
MOD021KM.A2002225.1200.061.2017181233531.hdf,34,5,5.0811459000233734e-05
MOD021KM.A2002225.1205.061.2017181233818.hdf,108,4,4.064916720018699e-05
MOD021KM.A2002225.1210.061.2017181233844.hdf,1,20,0.00020324583600093494
MOD021KM.A2002225.1315.061.2017181231545.hdf,0,15,0.0001524343770007012
MOD021KM.A2002225.1325.061.2017181231031.hdf,61,4608,0.04682784061461541
MOD021KM.A2002225.1335.061.2017181230445.hdf,51,2,2.0324583600093494e-05
MOD021KM.A2002225.1345.061.2017181231350.hdf,76,1,1.0162291800046747e-05
MOD021KM.A2002225.1350.061.2017181231717.hdf,1,4,4.064916720018699e-05
MOD021KM.A2002225.1355.061.2017181231118.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2002225.1455.061.2017181232441.hdf,14,3,3.048687540014024e-05
MOD021KM.A2002225.1520.061.2017181231328.hdf,55,2,2.0324583600093494e-05
MOD021KM.A2002225.1525.061.2017181225833.hdf,1,60,0.0006097375080028048
MOD021KM.A2002225.1540.061.2017181230913.hdf,0,32,0.0003251933376014959
MOD021KM.A2002225.1655.061.2017181232727.hdf,33,2,2.0324583600093494e-05
MOD021KM.A2002225.1700.061.2017181232424.hdf,7,3,3.048687540014024e-05
MOD021KM.A2002225.1705.061.2017181232840.hdf,19,40,0.0004064916720018699
MOD021KM.A2002225.1710.061.2017181232424.hdf,59,2,2.0324583600093494e-05
MOD021KM.A2002225.1830.061.2017181234217.hdf,30,2,2.0324583600093494e-05
MOD021KM.A2002225.1835.061.2017181233906.hdf,2,30,0.0003048687540014024
MOD021KM.A2002225.1850.061.2017181233523.hdf,2,2,2.0324583600093494e-05
MOD021KM.A2002225.1855.061.2017181233242.hdf,129,68,0.0006910358424031788
MOD021KM.A2002225.1900.061.2017181235524.hdf,0,40,0.0004064916720018699
MOD021KM.A2002225.2005.061.2017181225742.hdf,8,20,0.00020324583600093494
MOD021KM.A2002225.2130.061.2017181231744.hdf,0,14,0.00014227208520065446
MOD021KM.A2002225.2135.061.2017181231358.hdf,57,40,0.0004064916720018699
MOD021KM.A2002225.2140.061.2017181230728.hdf,0,72,0.0007316850096033658
MOD021KM.A2002225.2145.061.2017181230606.hdf,2,7,7.113604260032723e-05
MOD021KM.A2002225.2155.061.2017181233640.hdf,16,8,8.129833440037398e-05
MOD021KM.A2002225.2320.061.2017181233857.hdf,66,2,2.0324583600093494e-05
MOD021KM.A2002280.0020.061.2017182183351.hdf,4,20,0.00020324583600093494
MOD021KM.A2002280.0040.061.2017182183211.hdf,115,106,0.0010772029308049552
MOD021KM.A2002280.0045.061.2017182181649.hdf,2,128,0.0013007733504059836
MOD021KM.A2002280.0205.061.2017182182745.hdf,61,2,2.0324583600093494e-05
MOD021KM.A2002280.0220.061.2017182181950.hdf,1,51,0.0005182768818023841
MOD021KM.A2002280.0245.061.2017182182612.hdf,9,1,1.0162291800046747e-05
MOD021KM.A2004245.0725.061.2017202151241.hdf,24,1,1.0162291800046747e-05
MOD021KM.A2006262.1800.061.2017196025111.hdf,0,1664,0.016910053555277787
MOD021KM.A2003258.2045.061.2017195065610.hdf,0,40,0.0004064916720018699
MOD021KM.A2005305.1945.061.2017191004949.hdf,0,20,0.00020324583600093494
MOD021KM.A2006262.1850.061.2017196025003.hdf,0,1536,0.015609280204871803
MOD021KM.A2002280.0400.061.2017182181922.hdf,26,415,0.0042173510970194
MOD021KM.A2003258.2145.061.2017195071717.hdf,17,44,0.00044714083920205686
MOD021KM.A2005305.2050.061.2017191005252.hdf,0,40,0.0004064916720018699
MOD021KM.A2004245.0840.061.2017202151857.hdf,70,1,1.0162291800046747e-05
MOD021KM.A2006262.1855.061.2017196025019.hdf,0,1664,0.016910053555277787
MOD021KM.A2002280.0420.061.2017182181258.hdf,9,60,0.0006097375080028048
MOD021KM.A2005305.2105.061.2017191005051.hdf,6,4,4.064916720018699e-05
MOD021KM.A2003258.2150.061.2017195071548.hdf,0,52,0.0005284391736024308
MOD021KM.A2004245.0845.061.2017202152036.hdf,9,2,2.0324583600093494e-05
